,Delivered Date,Facility Name,Facility Type,Item Description,Product Source,Type,Units,QTY Per UOM,Total Amount,Cheat Sheet
3816,2020-04-16 00:00:00,Copper Village,LTCF,"Gloves, (LATEX), Large",SNS,Gloves,3.0,100.0,300,Good
3817,2020-04-16 00:00:00,Copper Village,LTCF,"Gloves, (NITRILE), Small",SNS,Gloves,3.0,100.0,300,Good
3818,2020-04-16 00:00:00,Copper Village,LTCF,"Gloves, (NITRILE), Medium",SNS,Gloves,6.0,100.0,600,Good
3819,2020-04-16 00:00:00,Copper Village,LTCF,"Gloves, (NITRILE), Large",SNS,Gloves,3.0,100.0,300,Good
3821,2020-04-16 00:00:00,Copper Village,LTCF,"Gloves, non-latex (VINYL), Medium",SNS,Gloves,3.0,100.0,300,Good
3837,2020-04-16 00:00:00,Gardens at Ocotillo,LTCF,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,Surgical Masks,6.0,50.0,300,Good
3838,2020-04-16 00:00:00,Gardens at Ocotillo,LTCF,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,N95,10.0,30.0,300,Good
3848,2020-04-16 00:00:00,Gardens at Ocotillo,LTCF,"Gown, Surgical, Sterile, Large",SNS,Gowns,1.0,30.0,30,Good
3850,2020-04-16 00:00:00,Gardens at Ocotillo,LTCF,"Gown, Surgical, Sterile, XXL",SNS,Gowns,10.0,18.0,180,Good
3851,2020-04-16 00:00:00,Gardens at Ocotillo,LTCF,"Gloves, (LATEX), Small",SNS,Gloves,3.0,100.0,300,Good
3852,2020-04-16 00:00:00,Gardens at Ocotillo,LTCF,"Gloves, (LATEX), Medium",SNS,Gloves,3.0,100.0,300,Good
3853,2020-04-16 00:00:00,Gardens at Ocotillo,LTCF,"Gloves, (LATEX), Large",SNS,Gloves,3.0,100.0,300,Good
3854,2020-04-16 00:00:00,Gardens at Ocotillo,LTCF,"Gloves, (NITRILE), Small",SNS,Gloves,3.0,100.0,300,Good
3855,2020-04-16 00:00:00,Gardens at Ocotillo,LTCF,"Gloves, (NITRILE), Medium",SNS,Gloves,3.0,100.0,300,Good
3856,2020-04-16 00:00:00,Gardens at Ocotillo,LTCF,"Gloves, (NITRILE), Large",SNS,Gloves,3.0,100.0,300,Good
3858,2020-04-16 00:00:00,Gardens at Ocotillo,LTCF,"Gloves, non-latex (VINYL), Medium",SNS,Gloves,3.0,100.0,300,Good
3859,2020-04-16 00:00:00,Gardens at Ocotillo,LTCF,"Gloves, non-latex (VINYL), Large",SNS,Gloves,6.0,100.0,600,Good
3874,2020-04-16 00:00:00,Life Care Center of Paradise Valley,LTCF,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,Surgical Masks,14.0,50.0,700,Good
3885,2020-04-16 00:00:00,Life Care Center of Paradise Valley,LTCF,"Gown, Surgical, Sterile, Large",SNS,Gowns,5.0,30.0,150,Good
3886,2020-04-16 00:00:00,Life Care Center of Paradise Valley,LTCF,"Gown, Surgical, Sterile, XL",SNS,Gowns,5.0,30.0,150,Good
3887,2020-04-16 00:00:00,Life Care Center of Paradise Valley,LTCF,"Gown, Surgical, Sterile, XXL",SNS,Gowns,3.0,18.0,54,Good
3888,2020-04-16 00:00:00,Life Care Center of Paradise Valley,LTCF,"Gloves, (LATEX), Small",SNS,Gloves,5.0,100.0,500,Good
3889,2020-04-16 00:00:00,Life Care Center of Paradise Valley,LTCF,"Gloves, (LATEX), Medium",SNS,Gloves,5.0,100.0,500,Good
3890,2020-04-16 00:00:00,Life Care Center of Paradise Valley,LTCF,"Gloves, (LATEX), Large",SNS,Gloves,5.0,100.0,500,Good
3891,2020-04-16 00:00:00,Life Care Center of Paradise Valley,LTCF,"Gloves, (NITRILE), Small",SNS,Gloves,5.0,100.0,500,Good
3892,2020-04-16 00:00:00,Life Care Center of Paradise Valley,LTCF,"Gloves, (NITRILE), Medium",SNS,Gloves,5.0,100.0,500,Good
3893,2020-04-16 00:00:00,Life Care Center of Paradise Valley,LTCF,"Gloves, (NITRILE), Large",SNS,Gloves,5.0,100.0,500,Good
3895,2020-04-16 00:00:00,Life Care Center of Paradise Valley,LTCF,"Gloves, non-latex (VINYL), Medium",SNS,Gloves,5.0,100.0,500,Good
3896,2020-04-16 00:00:00,Life Care Center of Paradise Valley,LTCF,"Gloves, non-latex (VINYL), Large",SNS,Gloves,5.0,100.0,500,Good
3897,2020-04-16 00:00:00,Life Care Center of Paradise Valley,LTCF,"Face Shield, Full Foam Top",SNS,Face Shield,1.0,24.0,24,Good
3911,2020-04-16 00:00:00,North Mt Medical and Rehab Center,LTCF,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,Surgical Masks,48.0,50.0,2400,Good
3922,2020-04-16 00:00:00,North Mt Medical and Rehab Center,LTCF,"Gown, Surgical, Sterile, Large",SNS,Gowns,13.0,30.0,390,Good
3923,2020-04-16 00:00:00,North Mt Medical and Rehab Center,LTCF,"Gown, Surgical, Sterile, XL",SNS,Gowns,13.0,30.0,390,Good
3925,2020-04-16 00:00:00,North Mt Medical and Rehab Center,LTCF,"Gloves, (LATEX), Small",SNS,Gloves,2.0,100.0,200,Good
3926,2020-04-16 00:00:00,North Mt Medical and Rehab Center,LTCF,"Gloves, (LATEX), Medium",SNS,Gloves,2.0,100.0,200,Good
3927,2020-04-16 00:00:00,North Mt Medical and Rehab Center,LTCF,"Gloves, (LATEX), Large",SNS,Gloves,2.0,100.0,200,Good
3928,2020-04-16 00:00:00,North Mt Medical and Rehab Center,LTCF,"Gloves, (NITRILE), Small",SNS,Gloves,2.0,100.0,200,Good
3929,2020-04-16 00:00:00,North Mt Medical and Rehab Center,LTCF,"Gloves, (NITRILE), Medium",SNS,Gloves,2.0,100.0,200,Good
3930,2020-04-16 00:00:00,North Mt Medical and Rehab Center,LTCF,"Gloves, (NITRILE), Large",SNS,Gloves,2.0,100.0,200,Good
3932,2020-04-16 00:00:00,North Mt Medical and Rehab Center,LTCF,"Gloves, non-latex (VINYL), Medium",SNS,Gloves,2.0,100.0,200,Good
3933,2020-04-16 00:00:00,North Mt Medical and Rehab Center,LTCF,"Gloves, non-latex (VINYL), Large",SNS,Gloves,2.0,100.0,200,Good
3934,2020-04-16 00:00:00,North Mt Medical and Rehab Center,LTCF,"Face Shield, Full Foam Top",SNS,Face Shield,8.0,24.0,192,Good
3948,2020-04-16 00:00:00,Palos Verdes Senior Living,LTCF,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,Surgical Masks,7.0,50.0,350,Good
3949,2020-04-16 00:00:00,Palos Verdes Senior Living,LTCF,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,N95,5.0,30.0,150,Good
3959,2020-04-16 00:00:00,Palos Verdes Senior Living,LTCF,"Gown, Surgical, Sterile, Large",SNS,Gowns,8.0,30.0,240,Good
3960,2020-04-16 00:00:00,Palos Verdes Senior Living,LTCF,"Gown, Surgical, Sterile, XL",SNS,Gowns,8.0,30.0,240,Good
3961,2020-04-16 00:00:00,Palos Verdes Senior Living,LTCF,"Gown, Surgical, Sterile, XXL",SNS,Gowns,6.0,18.0,108,Good
3962,2020-04-16 00:00:00,Palos Verdes Senior Living,LTCF,"Gloves, (LATEX), Small",SNS,Gloves,2.0,100.0,200,Good
3963,2020-04-16 00:00:00,Palos Verdes Senior Living,LTCF,"Gloves, (LATEX), Medium",SNS,Gloves,2.0,100.0,200,Good
3964,2020-04-16 00:00:00,Palos Verdes Senior Living,LTCF,"Gloves, (LATEX), Large",SNS,Gloves,2.0,100.0,200,Good
3965,2020-04-16 00:00:00,Palos Verdes Senior Living,LTCF,"Gloves, (NITRILE), Small",SNS,Gloves,2.0,100.0,200,Good
3966,2020-04-16 00:00:00,Palos Verdes Senior Living,LTCF,"Gloves, (NITRILE), Medium",SNS,Gloves,2.0,100.0,200,Good
3967,2020-04-16 00:00:00,Palos Verdes Senior Living,LTCF,"Gloves, (NITRILE), Large",SNS,Gloves,2.0,100.0,200,Good
3969,2020-04-16 00:00:00,Palos Verdes Senior Living,LTCF,"Gloves, non-latex (VINYL), Medium",SNS,Gloves,2.0,100.0,200,Good
3970,2020-04-16 00:00:00,Palos Verdes Senior Living,LTCF,"Gloves, non-latex (VINYL), Large",SNS,Gloves,4.0,100.0,400,Good
3971,2020-04-16 00:00:00,Palos Verdes Senior Living,LTCF,"Face Shield, Full Foam Top",SNS,Face Shield,1.0,24.0,24,Good
3985,2020-04-17 00:00:00,Advanced Health Care Mesa,LTCF,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,Surgical Masks,11.0,50.0,550,Good
3996,2020-04-17 00:00:00,Advanced Health Care Mesa,LTCF,"Gown, Surgical, Sterile, Large",SNS,Gowns,9.0,30.0,270,Good
3997,2020-04-17 00:00:00,Advanced Health Care Mesa,LTCF,"Gown, Surgical, Sterile, XL",SNS,Gowns,9.0,30.0,270,Good
3999,2020-04-17 00:00:00,Advanced Health Care Mesa,LTCF,"Gloves, (LATEX), Small",SNS,Gloves,2.0,100.0,200,Good
4000,2020-04-17 00:00:00,Advanced Health Care Mesa,LTCF,"Gloves, (LATEX), Medium",SNS,Gloves,2.0,100.0,200,Good
4001,2020-04-17 00:00:00,Advanced Health Care Mesa,LTCF,"Gloves, (LATEX), Large",SNS,Gloves,2.0,100.0,200,Good
4002,2020-04-17 00:00:00,Advanced Health Care Mesa,LTCF,"Gloves, (NITRILE), Small",SNS,Gloves,2.0,100.0,200,Good
4003,2020-04-17 00:00:00,Advanced Health Care Mesa,LTCF,"Gloves, (NITRILE), Medium",SNS,Gloves,2.0,100.0,200,Good
4004,2020-04-17 00:00:00,Advanced Health Care Mesa,LTCF,"Gloves, (NITRILE), Large",SNS,Gloves,2.0,100.0,200,Good
4007,2020-04-17 00:00:00,Advanced Health Care Mesa,LTCF,"Gloves, non-latex (VINYL), Large",SNS,Gloves,2.0,100.0,200,Good
4008,2020-04-17 00:00:00,Advanced Health Care Mesa,LTCF,"Face Shield, Full Foam Top",SNS,Face Shield,12.0,24.0,288,Good
4022,2020-04-17 00:00:00,Arizona Mentor Group Home,LTCF,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,Surgical Masks,1.0,50.0,50,Good
4023,2020-04-17 00:00:00,Arizona Mentor Group Home,LTCF,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,N95,1.0,30.0,30,Good
4034,2020-04-17 00:00:00,Arizona Mentor Group Home,LTCF,"Gown, Surgical, Sterile, XL",SNS,Gowns,1.0,30.0,30,Good
4040,2020-04-17 00:00:00,Arizona Mentor Group Home,LTCF,"Gloves, (NITRILE), Medium",SNS,Gloves,1.0,100.0,100,Good
4045,2020-04-17 00:00:00,Arizona Mentor Group Home,LTCF,"Face Shield, Full Foam Top",SNS,Face Shield,1.0,24.0,24,Good
4059,2020-04-17 00:00:00,Desert Winds Assisted Living,LTCF,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,Surgical Masks,14.0,50.0,700,Good
4060,2020-04-17 00:00:00,Desert Winds Assisted Living,LTCF,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,N95,23.0,30.0,690,Good
4070,2020-04-17 00:00:00,Desert Winds Assisted Living,LTCF,"Gown, Surgical, Sterile, Large",SNS,Gowns,8.0,30.0,240,Good
4071,2020-04-17 00:00:00,Desert Winds Assisted Living,LTCF,"Gown, Surgical, Sterile, XL",SNS,Gowns,8.0,30.0,240,Good
4073,2020-04-17 00:00:00,Desert Winds Assisted Living,LTCF,"Gloves, (LATEX), Small",SNS,Gloves,1.0,100.0,100,Good
4074,2020-04-17 00:00:00,Desert Winds Assisted Living,LTCF,"Gloves, (LATEX), Medium",SNS,Gloves,1.0,100.0,100,Good
4075,2020-04-17 00:00:00,Desert Winds Assisted Living,LTCF,"Gloves, (LATEX), Large",SNS,Gloves,1.0,100.0,100,Good
4076,2020-04-17 00:00:00,Desert Winds Assisted Living,LTCF,"Gloves, (NITRILE), Small",SNS,Gloves,1.0,100.0,100,Good
4077,2020-04-17 00:00:00,Desert Winds Assisted Living,LTCF,"Gloves, (NITRILE), Medium",SNS,Gloves,1.0,100.0,100,Good
4078,2020-04-17 00:00:00,Desert Winds Assisted Living,LTCF,"Gloves, (NITRILE), Large",SNS,Gloves,1.0,100.0,100,Good
4080,2020-04-17 00:00:00,Desert Winds Assisted Living,LTCF,"Gloves, non-latex (VINYL), Medium",SNS,Gloves,1.0,100.0,100,Good
4081,2020-04-17 00:00:00,Desert Winds Assisted Living,LTCF,"Gloves, non-latex (VINYL), Large",SNS,Gloves,1.0,100.0,100,Good
4082,2020-04-17 00:00:00,Desert Winds Assisted Living,LTCF,"Face Shield, Full Foam Top",SNS,Face Shield,20.0,24.0,480,Good
4096,2020-04-17 00:00:00,Dr. Darrell B. Sims Oral Surgery,Private Practice,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,Surgical Masks,1.0,50.0,50,Good
4097,2020-04-17 00:00:00,Dr. Darrell B. Sims Oral Surgery,Private Practice,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,N95,1.0,30.0,30,Good
4109,2020-04-17 00:00:00,Dr. Darrell B. Sims Oral Surgery,Private Practice,"Gown, Surgical, Sterile, XXL",SNS,Gowns,1.0,18.0,18,Good
4119,2020-04-17 00:00:00,Dr. Darrell B. Sims Oral Surgery,Private Practice,"Face Shield, Full Foam Top",SNS,Face Shield,1.0,24.0,24,Good
4133,2020-04-17 00:00:00,Mission Palms,LTCF,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,Surgical Masks,2.0,50.0,100,Good
4134,2020-04-18 00:00:00,Mission Palms,LTCF,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,N95,16.0,30.0,480,Good
4144,2020-04-17 00:00:00,Mission Palms,LTCF,"Gown, Surgical, Sterile, Large",SNS,Gowns,8.0,30.0,240,Good
4145,2020-04-17 00:00:00,Mission Palms,LTCF,"Gown, Surgical, Sterile, XL",SNS,Gowns,8.0,30.0,240,Good
4147,2020-04-17 00:00:00,Mission Palms,LTCF,"Gloves, (LATEX), Small",SNS,Gloves,1.0,100.0,100,Good
4148,2020-04-17 00:00:00,Mission Palms,LTCF,"Gloves, (LATEX), Medium",SNS,Gloves,1.0,100.0,100,Good
4149,2020-04-17 00:00:00,Mission Palms,LTCF,"Gloves, (LATEX), Large",SNS,Gloves,1.0,100.0,100,Good
4150,2020-04-17 00:00:00,Mission Palms,LTCF,"Gloves, (NITRILE), Small",SNS,Gloves,1.0,100.0,100,Good
4151,2020-04-17 00:00:00,Mission Palms,LTCF,"Gloves, (NITRILE), Medium",SNS,Gloves,1.0,100.0,100,Good
4152,2020-04-17 00:00:00,Mission Palms,LTCF,"Gloves, (NITRILE), Large",SNS,Gloves,1.0,100.0,100,Good
4154,2020-04-17 00:00:00,Mission Palms,LTCF,"Gloves, non-latex (VINYL), Medium",SNS,Gloves,1.0,100.0,100,Good
4155,2020-04-17 00:00:00,Mission Palms,LTCF,"Gloves, non-latex (VINYL), Large",SNS,Gloves,1.0,100.0,100,Good
4170,2020-04-17 00:00:00,Park Senior Villas,LTCF,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,Surgical Masks,11.0,50.0,550,Good
4181,2020-04-17 00:00:00,Park Senior Villas,LTCF,"Gown, Surgical, Sterile, Large",SNS,Gowns,8.0,30.0,240,Good
4182,2020-04-17 00:00:00,Park Senior Villas,LTCF,"Gown, Surgical, Sterile, XL",SNS,Gowns,8.0,30.0,240,Good
4184,2020-04-17 00:00:00,Park Senior Villas,LTCF,"Gloves, (LATEX), Small",SNS,Gloves,2.0,100.0,200,Good
4185,2020-04-17 00:00:00,Park Senior Villas,LTCF,"Gloves, (LATEX), Medium",SNS,Gloves,2.0,100.0,200,Good
4186,2020-04-17 00:00:00,Park Senior Villas,LTCF,"Gloves, (LATEX), Large",SNS,Gloves,2.0,100.0,200,Good
4187,2020-04-17 00:00:00,Park Senior Villas,LTCF,"Gloves, (NITRILE), Small",SNS,Gloves,2.0,100.0,200,Good
4188,2020-04-17 00:00:00,Park Senior Villas,LTCF,"Gloves, (NITRILE), Medium",SNS,Gloves,4.0,100.0,400,Good
4192,2020-04-17 00:00:00,Park Senior Villas,LTCF,"Gloves, non-latex (VINYL), Large",SNS,Gloves,2.0,100.0,200,Good
4193,2020-04-17 00:00:00,Park Senior Villas,LTCF,"Face Shield, Full Foam Top",SNS,Face Shield,12.0,24.0,288,Good
4221,"April 20,2020",Bridge Water Assisted Living ,LTCF,"Gloves, (LATEX), Small",SNS,Gloves,11.0,100.0,1100,Good
4222,"April 20,2020",Bridge Water Assisted Living ,LTCF,"Gloves, (LATEX), Medium",SNS,Gloves,11.0,100.0,1100,Good
4223,"April 20,2020",Bridge Water Assisted Living ,LTCF,"Gloves, (LATEX), Large",SNS,Gloves,11.0,100.0,1100,Good
4225,"April 20,2020",Bridge Water Assisted Living ,LTCF,"Gloves, (NITRILE), Medium",SNS,Gloves,11.0,100.0,1100,Good
4226,"April 20,2020",Bridge Water Assisted Living ,LTCF,"Gloves, (NITRILE), Large",SNS,Gloves,11.0,100.0,1100,Good
4229,"April 20,2020",Bridge Water Assisted Living ,LTCF,"Gloves, non-latex (VINYL), Large",SNS,Gloves,11.0,100.0,1100,Good
4244,"April 20,2020",Heritage Court Post Acute of Scottsdale,LTCF,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,Surgical Masks,14.0,50.0,700,Good
4245,"April 20,2020",Heritage Court Post Acute of Scottsdale,LTCF,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,N95,2.0,30.0,60,Good
4255,"April 20,2020",Heritage Court Post Acute of Scottsdale,LTCF,"Gown, Surgical, Sterile, Large",SNS,Gowns,2.0,30.0,60,Good
4256,"April 20,2020",Heritage Court Post Acute of Scottsdale,LTCF,"Gown, Surgical, Sterile, XL",SNS,Gowns,2.0,30.0,60,Good
4257,"April 20,2020",Heritage Court Post Acute of Scottsdale,LTCF,"Gown, Surgical, Sterile, XXL",SNS,Gowns,1.0,18.0,18,Good
4258,"April 20,2020",Heritage Court Post Acute of Scottsdale,LTCF,"Gloves, (LATEX), Small",SNS,Gloves,2.0,100.0,200,Good
4259,"April 20,2020",Heritage Court Post Acute of Scottsdale,LTCF,"Gloves, (LATEX), Medium",SNS,Gloves,2.0,100.0,200,Good
4260,"April 20,2020",Heritage Court Post Acute of Scottsdale,LTCF,"Gloves, (LATEX), Large",SNS,Gloves,2.0,100.0,200,Good
4261,"April 20,2020",Heritage Court Post Acute of Scottsdale,LTCF,"Gloves, (NITRILE), Small",SNS,Gloves,2.0,100.0,200,Good
4262,"April 20,2020",Heritage Court Post Acute of Scottsdale,LTCF,"Gloves, (NITRILE), Medium",SNS,Gloves,2.0,100.0,200,Good
4263,"April 20,2020",Heritage Court Post Acute of Scottsdale,LTCF,"Gloves, (NITRILE), Large",SNS,Gloves,2.0,100.0,200,Good
4265,"April 20,2020",Heritage Court Post Acute of Scottsdale,LTCF,"Gloves, non-latex (VINYL), Medium",SNS,Gloves,2.0,100.0,200,Good
4266,"April 20,2020",Heritage Court Post Acute of Scottsdale,LTCF,"Gloves, non-latex (VINYL), Large",SNS,Gloves,2.0,100.0,200,Good
4267,"April 20,2020",Heritage Court Post Acute of Scottsdale,LTCF,"Face Shield, Full Foam Top",SNS,Face Shield,8.0,24.0,192,Good
4281,"April 20,2020",Salt River Pima Medical Indian Comm,Tribal,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,Surgical Masks,80.0,50.0,4000,Good
4282,"April 20,2020",Salt River Pima Medical Indian Comm,Tribal,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,N95,67.0,30.0,2010,"They gave them 8 cases and 3 boxes, total should be 2010, ticket has total 2000"
4295,"April 20,2020",Salt River Pima Medical Indian Comm,Tribal,"Gloves, (LATEX), Small",SNS,Gloves,5.0,100.0,500,Good
4296,"April 20,2020",Salt River Pima Medical Indian Comm,Tribal,"Gloves, (LATEX), Medium",SNS,Gloves,10.0,100.0,1000,Good
4297,"April 20,2020",Salt River Pima Medical Indian Comm,Tribal,"Gloves, (LATEX), Large",SNS,Gloves,5.0,100.0,500,Good
4298,"April 20,2020",Salt River Pima Medical Indian Comm,Tribal,"Gloves, (NITRILE), Small",SNS,Gloves,5.0,100.0,500,Good
4299,"April 20,2020",Salt River Pima Medical Indian Comm,Tribal,"Gloves, (NITRILE), Medium",SNS,Gloves,5.0,100.0,500,Good
4300,"April 20,2020",Salt River Pima Medical Indian Comm,Tribal,"Gloves, (NITRILE), Large",SNS,Gloves,5.0,100.0,500,Good
4303,"April 20,2020",Salt River Pima Medical Indian Comm,Tribal,"Gloves, non-latex (VINYL), Large",SNS,Gloves,10.0,100.0,1000,Good
4318,"April 21,2020",Bethany Ranch Home,LTCF,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,Surgical Masks,8.0,50.0,400,Good
4319,"April 21,2020",Bethany Ranch Home,LTCF,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,N95,13.0,30.0,390,Good
4329,"April 21,2020",Bethany Ranch Home,LTCF,"Gown, Surgical, Sterile, Large",SNS,Gowns,5.0,30.0,150,Good
4330,"April 21,2020",Bethany Ranch Home,LTCF,"Gown, Surgical, Sterile, XL",SNS,Gowns,5.0,30.0,150,Good
4331,"April 21,2020",Bethany Ranch Home,LTCF,"Gown, Surgical, Sterile, XXL",SNS,Gowns,2.0,18.0,36,Good
4332,"April 21,2020",Bethany Ranch Home,LTCF,"Gloves, (LATEX), Small",SNS,Gloves,7.0,100.0,700,Good
4333,"April 21,2020",Bethany Ranch Home,LTCF,"Gloves, (LATEX), Medium",SNS,Gloves,7.0,100.0,700,Good
4334,"April 21,2020",Bethany Ranch Home,LTCF,"Gloves, (LATEX), Large",SNS,Gloves,7.0,100.0,700,Good
4336,"April 21,2020",Bethany Ranch Home,LTCF,"Gloves, (NITRILE), Medium",SNS,Gloves,13.0,100.0,1300,Good
4337,"April 21,2020",Bethany Ranch Home,LTCF,"Gloves, (NITRILE), Large",SNS,Gloves,13.0,100.0,1300,Good
4340,"April 21,2020",Bethany Ranch Home,LTCF,"Gloves, non-latex (VINYL), Large",SNS,Gloves,1.0,100.0,100,Good
4341,"April 21,2020",Bethany Ranch Home,LTCF,"Face Shield, Full Foam Top",SNS,Face Shield,17.0,24.0,408,Good
4355,"April 21,2020",Brookdale Baywood Assisted Living,LTCF,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,Surgical Masks,28.0,50.0,1400,Good
4356,"April 21,2020",Brookdale Baywood Assisted Living,LTCF,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,N95,23.0,30.0,690,Good
4366,"April 21,2020",Brookdale Baywood Assisted Living,LTCF,"Gown, Surgical, Sterile, Large",SNS,Gowns,25.0,30.0,750,Good
4367,"April 21,2020",Brookdale Baywood Assisted Living,LTCF,"Gown, Surgical, Sterile, XL",SNS,Gowns,15.0,30.0,450,Good
4368,"April 21,2020",Brookdale Baywood Assisted Living,LTCF,"Gown, Surgical, Sterile, XXL",SNS,Gowns,35.0,18.0,630,Good
4369,"April 21,2020",Brookdale Baywood Assisted Living,LTCF,"Gloves, (LATEX), Small",SNS,Gloves,3.0,100.0,300,Good
4370,"April 21,2020",Brookdale Baywood Assisted Living,LTCF,"Gloves, (LATEX), Medium",SNS,Gloves,3.0,100.0,300,Good
4371,"April 21,2020",Brookdale Baywood Assisted Living,LTCF,"Gloves, (LATEX), Large",SNS,Gloves,2.0,100.0,200,Good
4373,"April 21,2020",Brookdale Baywood Assisted Living,LTCF,"Gloves, (NITRILE), Medium",SNS,Gloves,6.0,100.0,600,Good
4374,"April 21,2020",Brookdale Baywood Assisted Living,LTCF,"Gloves, (NITRILE), Large",SNS,Gloves,5.0,100.0,500,Good
4377,"April 21,2020",Brookdale Baywood Assisted Living,LTCF,"Gloves, non-latex (VINYL), Large",SNS,Gloves,1.0,100.0,100,Good
4378,"April 21,2020",Brookdale Baywood Assisted Living,LTCF,"Face Shield, Full Foam Top",SNS,Face Shield,29.0,24.0,696,Good
4392,"April 21,2020",Lake Pleasant Post Acute,LTCF,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,Surgical Masks,2.0,50.0,100,Good
4393,"April 21,2020",Lake Pleasant Post Acute,LTCF,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,N95,13.0,30.0,390,Good
4403,"April 21,2020",Lake Pleasant Post Acute,LTCF,"Gown, Surgical, Sterile, Large",SNS,Gowns,30.0,30.0,900,Good
4405,"April 21,2020",Lake Pleasant Post Acute,LTCF,"Gown, Surgical, Sterile, XXL",SNS,Gowns,50.0,18.0,900,Good
4406,"April 21,2020",Lake Pleasant Post Acute,LTCF,"Gloves, (LATEX), Small",SNS,Gloves,2.0,100.0,200,Good
4407,"April 21,2020",Lake Pleasant Post Acute,LTCF,"Gloves, (LATEX), Medium",SNS,Gloves,3.0,100.0,300,Good
4410,"April 21,2020",Lake Pleasant Post Acute,LTCF,"Gloves, (NITRILE), Medium",SNS,Gloves,5.0,100.0,500,Good
4411,"April 21,2020",Lake Pleasant Post Acute,LTCF,"Gloves, (NITRILE), Large",SNS,Gloves,4.0,100.0,400,Good
4415,"April 21,2020",Lake Pleasant Post Acute,LTCF,"Face Shield, Full Foam Top",SNS,Face Shield,15.0,24.0,360,Good
4429,"April 21,2020",Quality Senior Home Asisted Living Facility,LTCF,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,Surgical Masks,1.0,50.0,50,Good
4434,"April 21,2020",Quality Senior Home Asisted Living Facility,LTCF,"Masks, N95, Med/Large",SNS,N95,5.0,20.0,100,Good
4440,"April 21,2020",Quality Senior Home Asisted Living Facility,LTCF,"Gown, Surgical, Sterile, Large",SNS,Gowns,1.0,30.0,30,Good
4441,"April 21,2020",Quality Senior Home Asisted Living Facility,LTCF,"Gown, Surgical, Sterile, XL",SNS,Gowns,1.0,30.0,30,Good
4443,"April 21,2020",Quality Senior Home Asisted Living Facility,LTCF,"Gloves, (LATEX), Small",SNS,Gloves,1.0,100.0,100,Good
4444,"April 21,2020",Quality Senior Home Asisted Living Facility,LTCF,"Gloves, (LATEX), Medium",SNS,Gloves,1.0,100.0,100,Good
4445,"April 21,2020",Quality Senior Home Asisted Living Facility,LTCF,"Gloves, (LATEX), Large",SNS,Gloves,1.0,100.0,100,Good
4446,"April 21,2020",Quality Senior Home Asisted Living Facility,LTCF,"Gloves, (NITRILE), Small",SNS,Gloves,1.0,100.0,100,Good
4447,"April 21,2020",Quality Senior Home Asisted Living Facility,LTCF,"Gloves, (NITRILE), Medium",SNS,Gloves,2.0,100.0,200,Good
4448,"April 21,2020",Quality Senior Home Asisted Living Facility,LTCF,"Gloves, (NITRILE), Large",SNS,Gloves,1.0,100.0,100,Good
4450,"April 21,2020",Quality Senior Home Asisted Living Facility,LTCF,"Gloves, non-latex (VINYL), Medium",SNS,Gloves,2.0,100.0,200,Good
4451,"April 21,2020",Quality Senior Home Asisted Living Facility,LTCF,"Gloves, non-latex (VINYL), Large",SNS,Gloves,1.0,100.0,100,Good
4452,"April 21,2020",Quality Senior Home Asisted Living Facility,LTCF,"Face Shield, Full Foam Top",SNS,Face Shield,2.0,24.0,48,Good
4466,"April 21,2020",Recovery Innovations,LTCF,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,Surgical Masks,20.0,50.0,1000,Good
