,Delivered Date,Facility Name,Facility Type,Item Description,Product Source,Type,Units,QTY Per UOM,Total Amount,week_of_year
1852,2020-05-08,Arizona Health Care Contract Management,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,1.0,50.0,50,18
1854,2020-05-08,Arizona Health Care Contract Management,Ltcf,"Mask, N95 Particulate Respirator NIOSH [Gerson], One-Size",SNS,n95,1.0,20.0,20,18
1866,2020-05-08,Arizona Health Care Contract Management,Ltcf,"Gloves, (LATEX), Small",SNS,gloves,1.0,100.0,100,18
1867,2020-05-08,Arizona Health Care Contract Management,Ltcf,"Gloves, (LATEX), Medium",SNS,gloves,2.0,100.0,200,18
1868,2020-05-08,Arizona Health Care Contract Management,Ltcf,"Gloves, (LATEX), Large",SNS,gloves,1.0,100.0,100,18
1875,2020-05-08,Arizona Health Care Contract Management,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,2.0,24.0,48,18
1889,2020-05-08,Desert Ridge,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,4.0,50.0,200,18
1890,2020-05-08,Desert Ridge,Ltcf,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,n95,2.0,30.0,60,18
1891,2020-05-08,Desert Ridge,Ltcf,"Mask, N95 Particulate Respirator NIOSH [Gerson], One-Size",SNS,n95,2.0,20.0,40,18
1903,2020-05-08,Desert Ridge,Ltcf,"Gloves, (LATEX), Small",SNS,gloves,1.0,100.0,100,18
1904,2020-05-08,Desert Ridge,Ltcf,"Gloves, (LATEX), Medium",SNS,gloves,2.0,100.0,200,18
1905,2020-05-08,Desert Ridge,Ltcf,"Gloves, (LATEX), Large",SNS,gloves,1.0,100.0,100,18
1912,2020-05-08,Desert Ridge,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,4.0,24.0,96,18
1918,2020-05-08,Desert Ridge,Ltcf,Reusable Gowns Medium,Maricopa,alt. gowns,2.5,20.0,50,18
1926,2020-05-11,Esemonu Group Home,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,4.0,50.0,200,19
1927,2020-05-11,Esemonu Group Home,Ltcf,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,n95,7.0,30.0,210,19
1937,2020-05-11,Esemonu Group Home,Ltcf,"Gown, Surgical, Sterile, Large",SNS,gowns,1.0,30.0,30,19
1939,2020-05-11,Esemonu Group Home,Ltcf,"Gown, Surgical, Sterile, XXL",SNS,gowns,1.0,18.0,18,19
1940,2020-05-11,Esemonu Group Home,Ltcf,"Gloves, (LATEX), Small",SNS,gloves,2.0,100.0,200,19
1941,2020-05-11,Esemonu Group Home,Ltcf,"Gloves, (LATEX), Medium",SNS,gloves,2.0,100.0,200,19
1942,2020-05-11,Esemonu Group Home,Ltcf,"Gloves, (LATEX), Large",SNS,gloves,2.0,100.0,200,19
1943,2020-05-11,Esemonu Group Home,Ltcf,"Gloves, (NITRILE), Small",SNS,gloves,2.0,100.0,200,19
1948,2020-05-11,Esemonu Group Home,Ltcf,"Gloves, non-latex (VINYL), Large",SNS,gloves,2.0,100.0,200,19
1949,2020-05-11,Esemonu Group Home,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,3.0,24.0,72,19
1963,2020-05-08,Golden Times,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,4.0,50.0,200,18
1964,2020-05-08,Golden Times,Ltcf,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,n95,1.0,30.0,30,18
1965,2020-05-08,Golden Times,Ltcf,"Mask, N95 Particulate Respirator NIOSH [Gerson], One-Size",SNS,n95,1.0,20.0,20,18
1972,2020-05-08,Golden Times,Ltcf,"Impermeable coverall without integrated hood, 2X-Large",SNS,alt. gowns,10.0,1.0,10,18
1977,2020-05-08,Golden Times,Ltcf,"Gloves, (LATEX), Small",SNS,gloves,4.0,100.0,400,18
1978,2020-05-08,Golden Times,Ltcf,"Gloves, (LATEX), Medium",SNS,gloves,1.0,100.0,100,18
1986,2020-05-08,Golden Times,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,1.0,24.0,24,18
2014,2020-05-08,Haven of Phoenix ,Ltcf,"Gloves, (LATEX), Small",SNS,gloves,4.0,100.0,400,18
2015,2020-05-08,Haven of Phoenix ,Ltcf,"Gloves, (LATEX), Medium",SNS,gloves,10.0,100.0,1000,18
2016,2020-05-08,Haven of Phoenix ,Ltcf,"Gloves, (LATEX), Large",SNS,gloves,10.0,100.0,1000,18
2019,2020-05-08,Haven of Phoenix ,Ltcf,"Gloves, (NITRILE), Large",SNS,gloves,3.0,100.0,300,18
2022,2020-05-08,Haven of Phoenix ,Ltcf,"Gloves, non-latex (VINYL), Large",SNS,gloves,3.0,100.0,300,18
2029,2020-05-08,Haven of Phoenix ,Ltcf,"Gloves, (LATEX), XSmall",Donations,gloves,1.0,100.0,100,18
2030,2020-05-08,Haven of Phoenix ,Ltcf,"Gloves, (NITRILE), Small",Donations,gloves,9.0,100.0,900,18
2031,2020-05-08,Haven of Phoenix ,Ltcf,Reusable Gowns,Maricopa,alt. gowns,2.5,20.0,50,18
2037,2020-05-08,Heritage Village Assisted Living ,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,4.0,50.0,200,18
2038,2020-05-08,Heritage Village Assisted Living ,Ltcf,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,n95,4.0,30.0,120,18
2039,2020-05-08,Heritage Village Assisted Living ,Ltcf,"Mask, N95 Particulate Respirator NIOSH [Gerson], One-Size",SNS,n95,4.0,20.0,80,18
2051,2020-05-08,Heritage Village Assisted Living ,Ltcf,"Gloves, (LATEX), Small",SNS,gloves,1.0,100.0,100,18
2052,2020-05-08,Heritage Village Assisted Living ,Ltcf,"Gloves, (LATEX), Medium",SNS,gloves,1.0,100.0,100,18
2053,2020-05-08,Heritage Village Assisted Living ,Ltcf,"Gloves, (LATEX), Large",SNS,gloves,1.0,100.0,100,18
2060,2020-05-08,Heritage Village Assisted Living ,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,8.0,24.0,192,18
2066,2020-05-08,Heritage Village Assisted Living ,Ltcf,Reusable Gowns Medium,Maricopa,alt. gowns,2.5,20.0,50,18
2074,2020-05-08,Holiday Retirement - Vista de la Montana,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,6.0,50.0,300,18
2082,2020-05-08,Holiday Retirement - Vista de la Montana,Ltcf,"Impermeable coverall without integrated hood, X-Large",SNS,alt. gowns,29.0,1.0,29,18
2083,2020-05-08,Holiday Retirement - Vista de la Montana,Ltcf,"Impermeable coverall without integrated hood, 2X-Large",SNS,alt. gowns,25.0,1.0,25,18
2088,2020-05-08,Holiday Retirement - Vista de la Montana,Ltcf,"Gloves, (LATEX), Small",SNS,gloves,2.0,100.0,200,18
2089,2020-05-08,Holiday Retirement - Vista de la Montana,Ltcf,"Gloves, (LATEX), Medium",SNS,gloves,2.0,100.0,200,18
2090,2020-05-08,Holiday Retirement - Vista de la Montana,Ltcf,"Gloves, (LATEX), Large",SNS,gloves,2.0,100.0,200,18
2097,2020-05-08,Holiday Retirement - Vista de la Montana,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,1.0,24.0,24,18
2112,2020-05-08,Horizon Health and Wellness,Ltcf,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,n95,6.0,30.0,180,18
2113,2020-05-08,Horizon Health and Wellness,Ltcf,"Mask, N95 Particulate Respirator NIOSH [Gerson], One-Size",SNS,n95,10.0,20.0,200,18
2134,2020-05-08,Horizon Health and Wellness,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,17.0,24.0,408,18
2140,2020-05-08,Horizon Health and Wellness,Ltcf,Reusable Gowns Medium,Maricopa,alt. gowns,1.5,20.0,30,18
2177,2020-05-11,Maricopa County Human Services,County,Hanes Mask (FEMA ADHS Cloth),ADHS,surgical mask,10000.0,1.0,10000,19
2185,2020-05-05,Maricopa County Human Services,County,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,100.0,50.0,5000,18
2211,2020-05-05,Maricopa County Human Services,County,Hand Sanitizer (gal),SNS,sanitizer,3.3333333333333335,6.0,20,18
2214,2020-05-05,Maricopa County Human Services,County,Clorox Spray bottles of disinfectant,SNS,sanitizer,6.666666666666667,9.0,60,18
2222,2020-05-11,Palm House,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,1.0,50.0,50,19
2223,2020-05-11,Palm House,Ltcf,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,n95,1.0,30.0,30,19
2240,2020-05-11,Palm House,Ltcf,"Gloves, (NITRILE), Medium",SNS,gloves,1.0,100.0,100,19
2245,2020-05-11,Palm House,Ltcf,"Face Shield, Full Foam Top",Maricopa,face shield,10.0,1.0,10,19
2251,2020-05-11,Palm House,Ltcf,Reusable Gowns,Maricopa,alt. gowns,0.5,20.0,10,19
2259,2020-05-08,Park Terrace at Greenway,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,40.0,50.0,2000,18
2296,2020-05-07,Pennington Gardens Assisted Living,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,3.0,50.0,150,18
2297,2020-05-07,Pennington Gardens Assisted Living,Ltcf,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,n95,1.0,30.0,30,18
2301,2020-05-07,Pennington Gardens Assisted Living,Ltcf,"Masks, N95, Med/Large",SNS,n95,1.0,20.0,20,18
2307,2020-05-07,Pennington Gardens Assisted Living,Ltcf,"Gown, Surgical, Sterile, Large",SNS,gowns,2.0,30.0,60,18
2309,2020-05-07,Pennington Gardens Assisted Living,Ltcf,"Gown, Surgical, Sterile, XXL",SNS,gowns,2.0,18.0,36,18
2310,2020-05-07,Pennington Gardens Assisted Living,Ltcf,"Gloves, (LATEX), Small",SNS,gloves,3.0,100.0,300,18
2311,2020-05-07,Pennington Gardens Assisted Living,Ltcf,"Gloves, (LATEX), Medium",SNS,gloves,3.0,100.0,300,18
2312,2020-05-07,Pennington Gardens Assisted Living,Ltcf,"Gloves, (LATEX), Large",SNS,gloves,3.0,100.0,300,18
2318,2020-05-07,Pennington Gardens Assisted Living,Ltcf,"Gloves, non-latex (VINYL), Large",SNS,gloves,1.0,100.0,100,18
2319,2020-05-07,Pennington Gardens Assisted Living,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,2.0,24.0,48,18
2333,2020-05-08,Rock Creek,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,1.0,50.0,50,18
2334,2020-05-08,Rock Creek,Ltcf,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,n95,2.0,30.0,60,18
2335,2020-05-08,Rock Creek,Ltcf,"Mask, N95 Particulate Respirator NIOSH [Gerson], One-Size",SNS,n95,2.0,20.0,40,18
2356,2020-05-08,Rock Creek,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,2.0,24.0,48,18
2362,2020-05-08,Rock Creek,Ltcf,Gown Medium Reusable,Maricopa,alt. gowns,2.5,20.0,50,18
2399,2020-05-06,Salt River Pima Maricopa Indian ,Tribal,Clorox Spray,SNS,sanitizer,11.11111111111111,9.0,100,18
2418,2020-05-11,The Tungland Corporation,Ltcf,"Gown, Surgical, Sterile, Large",SNS,gowns,1.0,30.0,30,19
2420,2020-05-11,The Tungland Corporation,Ltcf,"Gown, Surgical, Sterile, XXL",SNS,gowns,1.0,18.0,18,19
2430,2020-05-11,The Tungland Corporation,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,4.0,24.0,96,19
2470,2020-05-04,Vicky's Loving Home,Ltcf,Hand Sanitizer (gal),SNS,hand sanitizer,2.0,1.0,2,18
2490,2020-04-27,Banner Hospital- Chandler,Acute,"Impermeable coverall without integrated hood, 2X-Large",SNS,alt. gowns,55.0,1.0,55,17
2511,2020-04-27,Barton House,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,3.0,50.0,150,17
2512,2020-04-27,Barton House,Ltcf,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,n95,3.0,30.0,90,17
2516,2020-04-27,Barton House,Ltcf,"Masks, N95, Med/Large",SNS,n95,1.0,20.0,20,17
2522,2020-04-27,Barton House,Ltcf,"Gown, Surgical, Sterile, Large",SNS,gowns,1.0,30.0,30,17
2523,2020-04-27,Barton House,Ltcf,"Gown, Surgical, Sterile, XL",SNS,gowns,2.0,30.0,60,17
2524,2020-04-27,Barton House,Ltcf,"Gown, Surgical, Sterile, XXL",SNS,gowns,1.0,18.0,18,17
2534,2020-04-27,Barton House,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,2.0,24.0,48,17
2542,2020-04-27,Desert Cove,Ltcf,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,n95,3.0,30.0,90,17
2546,2020-04-27,Desert Cove,Ltcf,"Masks, N95, Med/Large",SNS,n95,2.0,20.0,40,17
2569,2020-04-27,Desert Cove,Ltcf,Ponchos,Maricopa,alt. gowns,4.0,24.0,96,17
2582,2020-04-27,Glencroft Center for Modern Aging,Ltcf,"Gown, Surgical, Sterile, Large",SNS,gowns,1.0,30.0,30,17
2583,2020-04-27,Glencroft Center for Modern Aging,Ltcf,"Gown, Surgical, Sterile, XL",SNS,gowns,2.0,30.0,60,17
2584,2020-04-27,Glencroft Center for Modern Aging,Ltcf,"Gown, Surgical, Sterile, XXL",SNS,gowns,1.0,18.0,18,17
2594,2020-04-27,Glencroft Center for Modern Aging,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,2.0,24.0,48,17
2601,2020-04-27,Sierra Winds,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,6.0,50.0,300,17
2612,2020-04-27,Sierra Winds,Ltcf,"Gown, Surgical, Sterile, Large",SNS,gowns,1.0,30.0,30,17
2613,2020-04-27,Sierra Winds,Ltcf,"Gown, Surgical, Sterile, XL",SNS,gowns,2.0,30.0,60,17
2614,2020-04-27,Sierra Winds,Ltcf,"Gown, Surgical, Sterile, XXL",SNS,gowns,1.0,18.0,18,17
2624,2020-04-27,Sierra Winds,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,2.0,24.0,48,17
2631,2020-04-27,Springs of Scottsdale,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,5.0,50.0,250,17
2632,2020-04-27,Springs of Scottsdale,Ltcf,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,n95,1.0,30.0,30,17
2636,2020-04-27,Springs of Scottsdale,Ltcf,"Masks, N95, Med/Large",SNS,n95,1.0,20.0,20,17
2645,2020-04-27,Springs of Scottsdale,Ltcf,"Gloves, (LATEX), Small",SNS,gloves,3.0,100.0,300,17
2646,2020-04-27,Springs of Scottsdale,Ltcf,"Gloves, (LATEX), Medium",SNS,gloves,3.0,100.0,300,17
2647,2020-04-27,Springs of Scottsdale,Ltcf,"Gloves, (LATEX), Large",SNS,gloves,3.0,100.0,300,17
2649,2020-04-27,Springs of Scottsdale,Ltcf,"Gloves, (NITRILE), Medium",SNS,gloves,2.0,100.0,200,17
2650,2020-04-27,Springs of Scottsdale,Ltcf,"Gloves, (NITRILE), Large",SNS,gloves,2.0,100.0,200,17
2653,2020-04-27,Springs of Scottsdale,Ltcf,"Gloves, non-latex (VINYL), Large",SNS,gloves,1.0,100.0,100,17
2654,2020-04-27,Springs of Scottsdale,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,1.0,24.0,24,17
2689,2020-04-28,Beatitudes Campus,Ltcf,Ponchos,Maricopa,alt. gowns,2.0,24.0,48,17
2691,2020-04-28,Creative Innovations,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,3.0,50.0,150,17
2702,2020-04-28,Creative Innovations,Ltcf,"Gown, Surgical, Sterile, Large",SNS,gowns,1.0,30.0,30,17
2703,2020-04-28,Creative Innovations,Ltcf,"Gown, Surgical, Sterile, XL",SNS,gowns,1.0,30.0,30,17
2714,2020-04-28,Creative Innovations,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,6.0,24.0,144,17
2719,2020-04-28,Creative Innovations,Ltcf,Ponchos,SNS,alt. gowns,2.0,24.0,48,17
2721,2020-04-28,Park Terrace at Greenway,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,4.0,50.0,200,17
2726,2020-04-28,Park Terrace at Greenway,Ltcf,"Masks, N95, Med/Large",SNS,n95,1.0,20.0,20,17
2744,2020-04-28,Park Terrace at Greenway,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,1.0,24.0,24,17
2749,2020-04-28,Park Terrace at Greenway,Ltcf,Ponchos,Maricopa,alt. gowns,2.0,24.0,48,17
2777,2020-04-30,Allegiant Health Care,Ltcf,Hand Sanitizer,AZ/MasCache,hand sanitizer,6.0,1.0,6,17
2781,2020-04-30,Elderly & Physically Disabled Providers Alliance,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,20.0,50.0,1000,17
2795,2020-04-30,Elderly & Physically Disabled Providers Alliance,Ltcf,"Gloves, (LATEX), Small",SNS,gloves,2.0,100.0,200,17
2796,2020-04-30,Elderly & Physically Disabled Providers Alliance,Ltcf,"Gloves, (LATEX), Medium",SNS,gloves,3.0,100.0,300,17
2797,2020-04-30,Elderly & Physically Disabled Providers Alliance,Ltcf,"Gloves, (LATEX), Large",SNS,gloves,2.0,100.0,200,17
2799,2020-04-30,Elderly & Physically Disabled Providers Alliance,Ltcf,"Gloves, (NITRILE), Medium",SNS,gloves,2.0,100.0,200,17
2800,2020-04-30,Elderly & Physically Disabled Providers Alliance,Ltcf,"Gloves, (NITRILE), Large",SNS,gloves,2.0,100.0,200,17
2803,2020-04-30,Elderly & Physically Disabled Providers Alliance,Ltcf,"Gloves, non-latex (VINYL), Large",SNS,gloves,1.0,100.0,100,17
2804,2020-04-30,Elderly & Physically Disabled Providers Alliance,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,5.0,24.0,120,17
2809,2020-04-30,Elderly & Physically Disabled Providers Alliance,Ltcf,Ponchos,Maricopa,alt. gowns,8.0,24.0,192,17
2811,2020-04-30,Immanuel Campus of Care ,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,5.0,50.0,250,17
2812,2020-04-30,Immanuel Campus of Care ,Ltcf,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,n95,10.0,30.0,300,17
2825,2020-04-30,Immanuel Campus of Care ,Ltcf,"Gloves, (LATEX), Small",SNS,gloves,3.0,100.0,300,17
2826,2020-04-30,Immanuel Campus of Care ,Ltcf,"Gloves, (LATEX), Medium",SNS,gloves,6.0,100.0,600,17
2827,2020-04-30,Immanuel Campus of Care ,Ltcf,"Gloves, (LATEX), Large",SNS,gloves,3.0,100.0,300,17
2829,2020-04-30,Immanuel Campus of Care ,Ltcf,"Gloves, (NITRILE), Medium",SNS,gloves,3.0,100.0,300,17
2830,2020-04-30,Immanuel Campus of Care ,Ltcf,"Gloves, (NITRILE), Large",SNS,gloves,3.0,100.0,300,17
2833,2020-04-30,Immanuel Campus of Care ,Ltcf,"Gloves, non-latex (VINYL), Large",SNS,gloves,2.0,100.0,200,17
2834,2020-04-30,Immanuel Campus of Care ,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,5.0,24.0,120,17
2838,2020-04-30,Immanuel Campus of Care ,Ltcf,Rain Coats,Maricopa,alt. gowns,64.0,1.0,64,17
2842,2020-04-30,Lake Pleasant Post Acute Rehab,Ltcf,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,n95,4.0,30.0,120,17
2846,2020-04-30,Lake Pleasant Post Acute Rehab,Ltcf,"Masks, N95, Med/Large",SNS,n95,4.0,20.0,80,17
2852,2020-04-30,Lake Pleasant Post Acute Rehab,Ltcf,"Gown, Surgical, Sterile, Large",SNS,gowns,1.0,30.0,30,17
2853,2020-04-30,Lake Pleasant Post Acute Rehab,Ltcf,"Gown, Surgical, Sterile, XL",SNS,gowns,1.0,30.0,30,17
2854,2020-04-30,Lake Pleasant Post Acute Rehab,Ltcf,"Gown, Surgical, Sterile, XXL",SNS,gowns,1.0,18.0,18,17
2868,2020-04-30,Lake Pleasant Post Acute Rehab,Ltcf,Rain Coats,Maricopa,alt. gowns,3.0,25.0,75,17
2878,2020-04-30,Lura Turner Homes,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,1.0,50.0,50,17
2879,2020-04-30,Lura Turner Homes,Ltcf,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,n95,1.0,30.0,30,17
2892,2020-04-30,Lura Turner Homes,Ltcf,"Gloves, (LATEX), Small",SNS,gloves,1.0,100.0,100,17
2893,2020-04-30,Lura Turner Homes,Ltcf,"Gloves, (LATEX), Medium",SNS,gloves,1.0,100.0,100,17
2894,2020-04-30,Lura Turner Homes,Ltcf,"Gloves, (LATEX), Large",SNS,gloves,1.0,100.0,100,17
2901,2020-04-30,Lura Turner Homes,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,1.0,24.0,24,17
2905,2020-04-30,Lura Turner Homes,Ltcf,Rain Coats,Maricopa,alt. gowns,24.0,1.0,24,17
2915,2020-04-30,Arizona Mentor-Raven,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,1.0,50.0,50,17
2916,2020-04-30,Arizona Mentor-Raven,Ltcf,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,n95,1.0,30.0,30,17
2927,2020-04-30,Arizona Mentor-Raven,Ltcf,"Gown, Surgical, Sterile, XL",SNS,gowns,1.0,30.0,30,17
2952,2020-04-30,Mission Palms Post Acute,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,10.0,50.0,500,17
2953,2020-04-30,Mission Palms Post Acute,Ltcf,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,n95,17.0,30.0,510,17
2963,2020-04-30,Mission Palms Post Acute,Ltcf,"Gown, Surgical, Sterile, Large",SNS,gowns,1.0,30.0,30,17
2964,2020-04-30,Mission Palms Post Acute,Ltcf,"Gown, Surgical, Sterile, XL",SNS,gowns,1.0,30.0,30,17
2965,2020-04-30,Mission Palms Post Acute,Ltcf,"Gown, Surgical, Sterile, XXL",SNS,gowns,1.0,18.0,18,17
2975,2020-04-30,Mission Palms Post Acute,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,21.0,24.0,504,17
2989,2020-04-29,Morning Star at Golden Ridge,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,5.0,50.0,250,17
2990,2020-04-29,Morning Star at Golden Ridge,Ltcf,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,n95,1.0,30.0,30,17
2994,2020-04-29,Morning Star at Golden Ridge,Ltcf,"Masks, N95, Med/Large",SNS,n95,1.0,20.0,20,17
3017,2020-04-29,Morning Star at Golden Ridge,Ltcf,Ponchos,Maricopa,alt. gowns,2.0,24.0,48,17
3026,2020-04-30,Morning Star Senior Living,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,10.0,50.0,500,17
3027,2020-04-30,Morning Star Senior Living,Ltcf,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,n95,2.0,30.0,60,17
3031,2020-04-30,Morning Star Senior Living,Ltcf,"Masks, N95, Med/Large",SNS,n95,2.0,20.0,40,17
3040,2020-04-30,Morning Star Senior Living,Ltcf,"Gloves, (LATEX), Small",SNS,gloves,2.0,100.0,200,17
3041,2020-04-30,Morning Star Senior Living,Ltcf,"Gloves, (LATEX), Medium",SNS,gloves,3.0,100.0,300,17
3042,2020-04-30,Morning Star Senior Living,Ltcf,"Gloves, (LATEX), Large",SNS,gloves,2.0,100.0,200,17
3044,2020-04-30,Morning Star Senior Living,Ltcf,"Gloves, (NITRILE), Medium",SNS,gloves,1.0,100.0,100,17
3045,2020-04-30,Morning Star Senior Living,Ltcf,"Gloves, (NITRILE), Large",SNS,gloves,1.0,100.0,100,17
3048,2020-04-30,Morning Star Senior Living,Ltcf,"Gloves, non-latex (VINYL), Large",SNS,gloves,1.0,100.0,100,17
3049,2020-04-30,Morning Star Senior Living,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,4.0,24.0,96,17
3053,2020-04-30,Morning Star Senior Living,Ltcf,Rain Coats,Maricopa,alt. gowns,90.0,1.0,90,17
3063,2020-04-30,Orion Homes,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,2.0,50.0,100,17
3064,2020-04-30,Orion Homes,Ltcf,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,n95,2.0,30.0,60,17
3068,2020-04-30,Orion Homes,Ltcf,"Masks, N95, Med/Large",SNS,n95,2.0,20.0,40,17
3077,2020-04-30,Orion Homes,Ltcf,"Gloves, (LATEX), Small",SNS,gloves,2.0,100.0,200,17
3078,2020-04-30,Orion Homes,Ltcf,"Gloves, (LATEX), Medium",SNS,gloves,4.0,100.0,400,17
3079,2020-04-30,Orion Homes,Ltcf,"Gloves, (LATEX), Large",SNS,gloves,2.0,100.0,200,17
3081,2020-04-30,Orion Homes,Ltcf,"Gloves, (NITRILE), Medium",SNS,gloves,1.0,100.0,100,17
3082,2020-04-30,Orion Homes,Ltcf,"Gloves, (NITRILE), Large",SNS,gloves,1.0,100.0,100,17
3086,2020-04-30,Orion Homes,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,2.0,24.0,48,17
3091,2020-04-30,Orion Homes,Ltcf,Ponchos,Maricopa,alt. gowns,2.0,24.0,48,17
3100,2020-04-30,Rock Creek,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,5.0,50.0,250,17
3101,2020-04-30,Rock Creek,Ltcf,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,n95,9.0,30.0,270,17
